"","Site_ID","GS","pTE_psi_to_ET","plag_psi_to_ET","aggTE_psi_to_ET","mem1_psi_to_ET","mem2_psi_to_ET","mem3_psi_to_ET","mem4_psi_to_ET","mem5_psi_to_ET","pTE_VPD_to_ET","plag_VPD_to_ET","aggTE_VPD_to_ET","mem1_VPD_to_ET","mem2_VPD_to_ET","mem3_VPD_to_ET","mem4_VPD_to_ET","mem5_VPD_to_ET","pTE_TA_to_ET","plag_TA_to_ET","aggTE_TA_to_ET","mem1_TA_to_ET","mem2_TA_to_ET","mem3_TA_to_ET","mem4_TA_to_ET","mem5_TA_to_ET","pTE_ET_to_psi","plag_ET_to_psi","aggTE_ET_to_psi","mem1_ET_to_psi","mem2_ET_to_psi","mem3_ET_to_psi","mem4_ET_to_psi","mem5_ET_to_psi","pTE_VPD_to_psi","plag_VPD_to_psi","aggTE_VPD_to_psi","mem1_VPD_to_psi","mem2_VPD_to_psi","mem3_VPD_to_psi","mem4_VPD_to_psi","mem5_VPD_to_psi","pTE_TA_to_psi","plag_TA_to_psi","aggTE_TA_to_psi","mem1_TA_to_psi","mem2_TA_to_psi","mem3_TA_to_psi","mem4_TA_to_psi","mem5_TA_to_psi","pTE_ET_to_VPD","plag_ET_to_VPD","aggTE_ET_to_VPD","mem1_ET_to_VPD","mem2_ET_to_VPD","mem3_ET_to_VPD","mem4_ET_to_VPD","mem5_ET_to_VPD","pTE_psi_to_VPD","plag_psi_to_VPD","aggTE_psi_to_VPD","mem1_psi_to_VPD","mem2_psi_to_VPD","mem3_psi_to_VPD","mem4_psi_to_VPD","mem5_psi_to_VPD","pTE_TA_to_VPD","plag_TA_to_VPD","aggTE_TA_to_VPD","mem1_TA_to_VPD","mem2_TA_to_VPD","mem3_TA_to_VPD","mem4_TA_to_VPD","mem5_TA_to_VPD","pTE_ET_to_TA","plag_ET_to_TA","aggTE_ET_to_TA","mem1_ET_to_TA","mem2_ET_to_TA","mem3_ET_to_TA","mem4_ET_to_TA","mem5_ET_to_TA","pTE_psi_to_TA","plag_psi_to_TA","aggTE_psi_to_TA","mem1_psi_to_TA","mem2_psi_to_TA","mem3_psi_to_TA","mem4_psi_to_TA","mem5_psi_to_TA","pTE_VPD_to_TA","plag_VPD_to_TA","aggTE_VPD_to_TA","mem1_VPD_to_TA","mem2_VPD_to_TA","mem3_VPD_to_TA","mem4_VPD_to_TA","mem5_VPD_to_TA"
"413","US-xDL","GS",4.47151891665991,0,42.4282138998799,3,3,3,34,3,6.61645267662945,0,67.743249366184,37,37,37,67,37,6.61879073898248,0,55.4750343653812,13,13,13,63,13,5.4990825630244,1,76.4478451275246,12,12,11,53,12,3.78739817545667,0,38.2260626050862,5,5,5,44,5,3.02342022012319,0,31.3393567680255,4,4,4,37,4,5.65832283609351,0,55.138790409551,10,10,10,70,10,2.80389395940511,0,12.9416390472347,3,3,3,19,3,20.4055727797396,0,48.6241419279493,15,15,15,52,15,6.52454154558521,0,55.2896619660203,16,16,16,62,16,2.93752066018282,0,15.839711195657,2,2,2,19,2,22.9417293497496,0,53.2020799252906,15,15,15,63,15
"414","US-xDL","NGS",4.3654322669541,1,62.1611564768103,11,11,10,61,11,5.09366646255297,0,58.8148352114643,72,73,72,72,72,4.19952668703152,0,52.1771112813933,14,14,14,67,14,4.55532284869755,23,73.2282325842027,12,19,12,62,35,3.2619272255329,22,61.9645988145286,11,61,72,71,72,3.31662424751869,1,57.6319364599429,10,10,9,70,10,4.12432910589642,0,39.9117732328941,9,9,9,62,9,2.51382740697338,1,26.7004747614587,5,5,4,42,5,11.8213823464069,0,47.9964456703351,31,31,31,67,31,2.80214890083368,0,17.0562513198928,4,4,4,29,4,1.87371844914503,22,9.20347911117445,1,4,4,11,26,9.29792944946381,0,32.2619702555075,3,3,3,37,3
"415","US-xDS","FT",4.76845284462702,0,56.2962780240601,8,8,8,45,8,9.44408674154279,0,59.5710031178062,14,14,14,66,14,7.02157927559371,0,40.9447713695781,13,13,13,63,13,5.38353485530943,0,48.1507891558016,5,5,5,33,5,3.81826555343835,2,49.813301420387,7,7,5,47,7,3.37128387156017,2,47.7151112055751,9,9,7,49,9,9.28348181413099,0,58.1581402013761,17,17,17,65,17,4.28012488410104,1,69.2154092761426,15,15,14,67,15,24.6400159132809,0,49.9294819965535,16,16,16,66,16,6.48909669054971,0,36.5766670825578,16,16,16,60,16,3.03564209666729,0,53.2534916020083,13,13,13,55,13,24.0487338798421,0,50.2488731563259,41,41,41,69,41
"416","US-xDS","GS",7.07759737998044,1,13.7939591402784,2,2,1,2,2,11.136245686554,0,77.6304028113913,14,14,14,64,14,9.29694144604436,0,58.5267031526922,13,13,13,58,13,5.89626205582997,23,5.89626205582997,0,2,2,1,25,4.04869530665667,0,43.8740904456749,4,4,4,37,4,4.04006950707033,1,35.7997293058431,4,4,3,32,4,10.560823588328,0,73.8279215018826,17,17,17,65,17,5.23374452182279,1,73.4210714189504,13,13,12,58,13,28.2586993958341,0,59.7235758998444,15,15,15,62,15,8.74213909228653,0,57.4832717536468,17,17,17,63,17,4.30712609119699,1,67.1479339955011,10,10,9,55,10,27.9086075309504,0,61.3884355385893,17,17,17,68,17
"417","US-xDS","NGS",7.90809955968578,0,76.6644175604389,6,6,6,39,6,7.44127866230215,0,66.4868208960854,13,13,13,62,13,5.20308965683806,0,41.8529676339068,11,11,11,47,11,9.00983522465745,1,120.240719890277,10,10,9,51,10,7.13945336325517,0,105.077403015916,8,8,8,51,8,8.56398139797961,0,146.504917219244,19,19,19,68,19,6.73199765145404,0,47.6711182864364,7,7,7,51,7,NA,NA,NA,NA,NA,NA,NA,NA,14.3685342751382,0,38.2674961511469,6,6,6,34,6,4.40876221584616,0,20.9330514385112,3,3,3,24,3,5.31626165667348,0,54.9167125469941,3,3,3,24,3,14.4665238160423,0,23.6374139784767,3,3,3,12,3
"418","US-xGR","FT",2.81602013303455,23,50.8765508141,72,73,72,72,72,7.23607727277104,0,56.6306908840684,72,73,72,72,72,4.90762430581824,0,35.1893300160921,14,14,14,62,14,2.54372977145977,1,43.0992365716436,72,73,72,72,72,2.28162587980538,0,35.2221061150496,34,34,34,71,34,1.49734124373143,1,10.8211586390613,3,3,2,32,3,5.6833491004039,0,41.3298335777884,13,13,13,59,13,2.06324048242961,0,33.1855590311758,72,73,72,72,72,22.531456943143,0,42.4348431788071,31,31,31,69,31,3.90011897530642,0,25.2212898671289,8,8,8,56,8,1.47276165110982,0,21.4017692105347,5,5,5,57,5,24.5287367557382,0,45.7811204024081,36,36,36,71,36
"419","US-xGR","GS",3.00025931062657,0,45.1221848247384,7,7,7,57,7,9.19130738819614,0,65.7592865041869,8,8,8,64,8,7.74338545439127,0,44.7369260665662,9,9,9,51,9,2.82215369370187,1,31.8266535408634,7,7,6,51,7,2.73811550306486,0,29.4581133053394,5,5,5,45,5,2.31226466902662,0,18.7843663215039,6,6,6,35,6,7.86950728462056,0,63.2099772325023,16,16,16,59,16,2.62402916925105,0,31.2377416898813,10,10,10,57,10,31.1973983984234,0,64.1251351656183,13,13,13,64,13,6.46864798797045,0,47.5380663674742,9,9,9,55,9,2.06525351770863,0,26.4268150928225,5,5,5,51,5,31.940843483656,0,67.6173330827517,12,12,12,66,12
"420","US-xGR","NGS",3.98670582015117,23,72.3718872146404,10,22,11,59,34,4.32239968321401,0,66.8204995706272,72,73,72,72,72,3.17428703409985,0,44.2179524205672,11,11,11,47,11,4.56879212863512,2,84.5349695732008,72,73,72,72,72,3.49389046841789,0,62.0273520478193,72,73,72,72,72,3.03850733533165,0,56.6537431238968,37,37,37,71,37,3.49738656696033,0,55.717433176482,37,37,37,70,37,2.84742789230882,0,41.4399162011764,6,6,6,49,6,20.2957273932672,0,54.3593619294823,31,31,31,66,31,2.66487541410336,0,25.4581037500405,12,12,12,35,12,2.58304211082083,0,33.776746260188,10,10,10,49,10,21.5425377400564,0,55.9069414217916,34,34,34,70,34
"421","US-xHA","FT",9.26389356637775,23,79.9191670441908,6,11,8,35,31,5.57455802557783,0,58.1894737070272,72,73,72,72,72,3.71041707707776,0,31.2418318490771,72,73,72,72,72,9.84025908770795,0,109.025683182065,8,8,8,44,8,8.71777235998194,2,180.630668642259,72,73,72,72,72,7.68913805219418,7,119.358615843134,1,2,1,61,8,4.34938451544819,0,45.3281000890813,72,73,72,72,72,7.05117801661518,19,127.657125856596,72,73,72,72,72,12.4918239976659,0,32.5289732295705,72,73,72,72,72,2.72727918161916,0,19.5905954332135,13,13,13,66,13,NA,NA,NA,NA,NA,NA,NA,NA,11.176168885649,0,30.2053401552849,60,60,60,71,60
"422","US-xHA","GS",NA,NA,NA,NA,NA,NA,NA,NA,6.069685593573,0,58.5408909708311,72,73,72,72,72,5.38391331962394,0,41.5161111833415,10,10,10,61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24687573372571,0,50.074809399152,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,18.4896666042207,0,51.8204646769484,14,14,14,69,14,4.5023778006136,0,28.0055021312558,13,13,13,53,13,NA,NA,NA,NA,NA,NA,NA,NA,17.6496200256793,0,49.5454245854471,34,34,34,62,34
"423","US-xHA","NGS",NA,NA,NA,NA,NA,NA,NA,NA,3.72373100182856,0,51.9128439363642,72,73,72,72,72,2.92348881919418,0,41.5748252342885,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,16.5137672334436,22,280.908243786089,9,25,13,70,35,14.9613169126652,15,287.184256532978,58,58,43,71,58,3.35623735356357,0,41.1405418255631,72,73,72,72,72,9.35100939809042,0,92.3272638637259,8,8,8,41,8,10.3549722467569,0,43.0999100277798,72,73,72,72,72,2.19786549114793,0,17.4479715631911,6,6,6,53,6,NA,NA,NA,NA,NA,NA,NA,NA,8.42762535208635,0,34.3228870690071,72,73,72,72,72
"424","US-xJE","FT",2.5236382998982,1,39.9408342813106,40,40,39,70,40,4.50525485090499,0,44.7102232898957,36,36,36,71,36,4.27701517616826,0,38.2007997519554,30,30,30,69,30,1.95333487317176,23,28.2032741156898,7,12,8,60,31,1.3407736061514,1,18.8913335754163,6,6,5,50,6,1.61763826140309,1,24.9335417255496,11,11,10,60,11,4.07038008506626,0,40.4512898031039,72,73,72,72,72,1.34077789595582,0,22.9843578446533,14,14,14,60,14,17.2204907185134,0,39.8408014641716,72,73,72,72,72,3.34551087010041,0,27.782287281482,16,16,16,62,16,1.5624661651415,0,24.2672164894056,14,14,14,61,14,15.6849589218601,0,36.2280373044887,72,73,72,72,72
"425","US-xJE","GS",2.84907038861765,0,41.7039486087965,10,10,10,58,10,5.18095853382374,0,51.1328741103154,12,12,12,64,12,5.25343778838802,0,44.2163926976205,10,10,10,54,10,2.49965550165415,1,28.1267192243009,7,7,6,41,7,2.03562364237126,1,24.4952892615824,10,10,9,44,10,2.14087071242405,0,26.3512556020089,9,9,9,51,9,4.52912779759013,0,53.4303789509013,72,73,72,72,72,1.95388833262907,0,23.7323059009519,4,4,4,45,4,21.1796065858932,0,51.5157222764236,35,35,35,69,35,4.72128784173212,0,40.6003812820278,11,11,11,52,11,2.10600215573214,0,31.8340823762281,9,9,9,58,9,21.8418973015327,0,49.85121166033,14,14,14,70,14
"426","US-xJE","NGS",4.7044165114716,0,62.2637844768939,15,15,15,64,15,4.34639050286277,0,55.8980815325036,13,13,13,65,13,4.74955223101082,0,51.6095913842595,17,17,17,49,17,4.4005633174761,0,65.9290240218412,14,14,14,69,14,2.91315303511218,0,40.7346556231178,11,11,11,59,11,3.13130072448847,0,44.6387141923733,11,11,11,58,11,4.04977979343864,0,40.6408811624999,8,8,8,56,8,2.49501792988372,0,21.5306284990054,5,5,5,41,5,12.9435956376429,0,49.2522623077702,32,32,32,67,32,3.6225017350871,0,21.1651734891652,3,3,3,29,3,2.42304047396903,0,23.4688175098827,4,4,4,32,4,10.7768553715847,0,33.9169024075336,10,10,10,36,10
"427","US-xJR","FT",1.58298683811538,0,21.9017580442818,14,14,14,64,14,2.61283679953139,0,39.2349284698838,72,73,72,72,72,1.41990513020459,0,24.8890452389714,72,73,72,72,72,1.70419530562654,0,25.3540595485861,72,73,72,72,72,1.18654498949793,0,23.5703706097542,72,73,72,72,72,1.50980042371617,9,29.9753091837634,72,73,72,72,72,2.21277204976726,0,31.1172681053473,72,73,72,72,72,0.80371110175534,0,15.6470565745909,67,67,67,71,67,32.0370267632302,0,48.6383710105527,72,73,72,72,72,0.903615106270862,0,14.3228057449674,42,42,42,65,42,0.801792929063341,15,15.6546801714238,72,73,72,72,72,24.5891019651701,0,36.0264766380497,17,17,17,61,17
"428","US-xJR","GS",1.62441938683633,0,25.14706847087,15,15,15,65,15,2.4243756371248,0,37.157529139648,72,73,72,72,72,1.73042738186036,0,29.0528166861924,72,73,72,72,72,1.56283178888474,0,28.7602407114224,72,73,72,72,72,1.28772238372891,17,26.7844636002702,72,73,72,72,72,1.7391909131077,9,33.8675784209685,72,73,72,72,72,2.16083458266467,0,28.8493688427402,72,73,72,72,72,0.941011562809056,1,17.461964409371,12,12,11,67,12,34.7978603563704,0,53.718317491975,72,73,72,72,72,1.13323687610872,0,15.458885993454,18,18,18,58,18,1.10190268488682,15,19.5119920357052,20,20,5,71,20,28.8930672123016,0,40.1229096253712,1,1,1,59,1
"429","US-xJR","NGS",2.26053469673039,0,22.8665764154953,7,7,7,39,7,3.1722247165939,0,59.5105528357475,72,73,72,72,72,2.92294643389322,3,58.9747551946845,72,73,72,72,72,2.6223405441807,22,45.2203465000345,41,41,19,70,41,2.77117354127027,22,53.1998766854642,72,73,72,72,72,3.12235333139129,8,66.7436342921306,72,73,72,72,72,2.16875034216692,0,35.501031234173,9,9,9,63,9,1.5777728892634,3,13.7166367382051,0,7,5,24,8,30.0418873703945,0,72.9861618969217,18,18,18,54,18,1.89375184187226,0,16.5700601966966,4,4,4,32,4,1.68947685730285,11,22.8039474493679,1,5,3,45,14,25.0119313830666,0,59.1629506953551,1,1,1,56,1
"430","US-xKA","FT",3.3033180568562,0,59.4927914160685,72,73,72,72,72,5.08406301733205,0,49.0608775168102,72,73,72,72,72,3.2255342952032,0,36.585509215588,72,73,72,72,72,4.52554504099763,23,69.2307746072777,72,73,72,72,72,3.05759507529038,0,53.4972353863129,72,73,72,72,72,2.59848873326485,0,47.7710548745469,72,73,72,72,72,4.31962281115933,0,41.3255681131318,72,73,72,72,72,1.95963869603041,0,36.0447555852771,69,69,69,71,69,19.5925150823968,0,42.7312105679436,72,73,72,72,72,2.01827871968379,0,17.2289816961724,13,13,13,50,13,1.26781261217458,0,3.49280915623691,2,2,2,9,2,16.2635918147114,0,32.8421011143021,18,18,18,53,18
"431","US-xKA","GS",3.93604700876055,22,79.1789868014126,72,73,72,72,72,5.56643248858598,0,63.4523004911158,36,36,36,71,36,4.86927791133064,0,61.5745132824738,72,73,72,72,72,4.13396020230763,0,80.0140884795864,35,35,35,71,35,3.29526858120307,0,56.0396786918296,4,4,4,62,4,3.2727759216552,0,62.1596843196746,14,14,14,67,14,5.11127038724341,0,47.285189167352,17,17,17,54,17,2.75959897126032,0,15.2403078695768,3,3,3,14,3,26.9901704595506,0,63.4631419460094,16,16,16,61,16,3.91896773245597,0,30.3497446180727,12,12,12,40,12,2.33239145089162,12,11.3983296514818,2,3,2,11,14,24.0778319656689,0,55.2467366650453,9,9,9,55,9
"432","US-xKA","NGS",3.06948163697506,1,48.4511874995344,11,11,10,67,11,4.69757654744938,0,56.5583873864101,72,73,72,72,72,3.26722997010788,0,48.1349942396738,72,73,72,72,72,3.39184444808363,1,53.3190796094778,13,13,12,63,13,2.82298287797801,23,49.2014759433913,5,25,8,68,31,2.80997178795492,0,55.3629367358288,72,73,72,72,72,4.03066518480268,0,44.106003957708,38,38,38,69,38,2.045797056722,11,33.542781361727,13,13,2,51,13,20.0670644888157,0,49.5774958290187,13,13,13,62,13,2.22588535048318,0,21.1798716026361,3,3,3,49,3,1.79335402559942,23,6.94606055576887,0,8,8,18,31,16.3312817329997,0,41.099465490706,14,14,14,50,14
"433","US-xKZ","FT",2.6969374604812,0,39.3371837055598,14,14,14,63,14,5.5066161059868,0,55.8853244308803,72,73,72,72,72,3.69629980388044,0,37.1363026574787,72,73,72,72,72,2.69975898904713,23,29.6815848931788,9,18,12,57,35,1.66508440188371,23,30.9864917268052,13,46,37,70,60,1.76581177221211,0,36.8479511432784,72,73,72,72,72,4.54163381545515,0,46.1535477601948,72,73,72,72,72,1.26066583682955,0,8.98334698704153,6,6,6,23,6,18.3696842301964,0,40.916518543549,72,73,72,72,72,2.09943996788864,0,19.800511250091,42,42,42,68,42,1.01435279716012,0,12.3450673836422,4,4,4,31,4,13.6135052051046,0,31.1161205006222,40,40,40,71,40
"434","US-xKZ","GS",3.66835780242527,23,34.4671915198801,7,14,11,43,34,5.88692527330998,0,61.3123948357698,14,14,14,68,14,5.98567884766033,0,58.5305865623832,9,9,9,69,9,7.49745421379226,23,46.8599513957577,5,11,9,44,32,3.69705491363431,23,48.7378304649942,5,9,1,43,24,3.71619253962036,21,78.8846062988871,72,73,72,72,72,5.25729065193665,0,47.3152404754711,11,11,11,62,11,1.92515165233479,2,1.92515165233479,0,1,1,0,3,23.5842832267817,0,63.7684352271705,35,35,35,65,35,5.19917386921146,0,49.3452895101646,6,6,6,67,6,1.86425963353096,21,14.6231033785011,2,3,3,18,24,22.3061014660682,0,59.5491241569618,17,17,17,50,17
"435","US-xKZ","NGS",4.0314151650218,0,54.4016034753763,38,38,38,69,38,5.50702574040797,0,63.4450077519744,72,73,72,72,72,3.75736558637039,0,47.7854025676865,72,73,72,72,72,2.99419312377908,0,40.9383205122541,13,13,13,63,13,2.18606879875626,21,36.4891443350982,12,19,13,59,34,2.59245655745444,0,49.0754140797474,72,73,72,72,72,4.4901094684986,0,44.0876041331783,72,73,72,72,72,1.65544261880459,1,4.75994853186541,3,3,2,7,3,18.4806193448752,0,50.1657677047682,72,73,72,72,72,2.08231677024173,0,11.6376635411379,5,5,5,28,5,1.53459220454026,1,12.3355283297952,4,4,3,16,4,12.9221131752838,0,33.8836815349332,14,14,14,66,14
"436","US-xMB","FT",3.12937599568153,23,52.8757338841151,62,62,39,71,62,3.79793992447165,0,64.6018226761557,72,73,72,72,72,2.96839523657752,0,59.1604952529911,72,73,72,72,72,2.71580674705368,23,43.0721435503989,15,56,72,70,72,1.95421950073891,23,42.4277730804565,72,73,72,72,72,1.84625534032606,19,39.9444526654155,72,73,72,72,72,2.6520478314129,0,42.8666183058336,72,73,72,72,72,1.86403882680122,1,40.0336571120649,72,73,72,72,72,33.0402569757663,0,55.4344113686462,72,73,72,72,72,1.84685138526466,0,31.058079041585,33,33,33,71,33,1.38587454432933,15,27.6104664385977,7,65,72,71,72,23.8408111319607,0,40.7302120154091,54,54,54,70,54
"437","US-xMB","GS",3.32987308861439,23,54.6127207156816,12,19,9,67,32,3.90609836866886,0,71.812733837259,72,73,72,72,72,3.2440519244721,20,69.5845695908532,72,73,72,72,72,2.95411555016403,23,39.1820520060534,7,19,15,57,38,2.13296130371242,22,47.1648104479095,72,73,72,72,72,2.18295098039219,1,47.3106484209072,72,73,72,72,72,2.66315217173924,0,45.4283291126249,72,73,72,72,72,1.88847489280839,1,39.7317656027981,72,73,72,72,72,37.971961018033,0,64.4991255988889,1,1,1,71,1,2.16972534150807,0,37.5883907717378,10,10,10,69,10,1.72607917702261,15,32.5871524589054,5,13,4,66,19,29.9149420420043,0,49.5505460788052,1,1,1,67,1
"438","US-xMB","NGS",6.83940042574713,0,52.7109978561016,7,7,7,27,7,6.53335086272162,0,105.566874384004,72,73,72,72,72,5.21954619056167,5,107.056291508768,21,21,16,70,21,5.17087254171631,1,45.003199457049,6,6,5,35,6,3.24127652237508,5,40.2085610259899,4,2,2,26,7,4.35481025453803,7,82.9164925582474,15,15,8,62,15,5.14432949313483,0,33.0911299812363,5,5,5,26,5,2.80595521213762,0,2.80595521213762,1,1,1,9,1,32.0087672565022,0,81.2428744475265,45,45,45,69,45,4.11534758392161,0,11.192729069289,2,2,2,9,2,3.58773417272312,17,47.1325096720175,2,13,9,48,26,25.8443247551907,0,57.1002089524069,7,7,7,40,7
"439","US-xML","FT",3.3911071137208,0,50.0328355916842,62,62,62,70,62,6.73927241042838,0,62.5132377331924,72,73,72,72,72,4.83935119032643,0,36.4784152579627,10,10,10,67,10,2.97802597782247,0,37.7194619088239,14,14,14,61,14,1.76229176761315,22,30.0412277082493,9,57,72,70,72,1.24871169986237,0,18.1460972946214,2,2,2,59,2,5.35285110324219,0,46.6015253649858,13,13,13,64,13,1.67030804602565,0,31.0297666854995,38,38,38,70,38,10.7499699875029,0,31.4269624016661,61,61,61,71,61,3.66322926418387,0,23.1618048521497,14,14,14,51,14,1.09105490705152,1,15.5443462561475,7,7,6,50,7,11.0077194893382,0,28.5133805421902,11,11,11,57,11
"440","US-xML","GS",4.34316834322997,23,57.0793863683363,7,12,8,53,31,8.40807986721138,0,75.7301939528707,6,6,6,57,6,9.21057399321952,0,57.9109763426956,8,8,8,48,8,3.92201331513666,0,53.3970017504889,5,5,5,50,5,2.57053995595425,22,25.2168969294017,3,8,6,44,28,2.62537003564394,0,35.0589117783573,8,8,8,52,8,7.65593830621254,0,58.8937986446244,13,13,13,51,13,2.58599969998764,0,43.8712603911483,15,15,15,48,15,18.1795453660247,0,55.3153248508319,8,8,8,60,8,8.05220450019161,0,54.8313709514095,14,14,14,54,14,2.38380295275551,1,33.1698480887036,10,10,9,50,10,17.7162861578381,0,49.5027574692277,11,11,11,52,11
"441","US-xML","NGS",3.02340224601617,0,50.0617640959103,35,35,35,65,35,5.36338610850853,0,69.3801558517378,72,73,72,72,72,3.07328105675325,0,32.2823389378513,8,8,8,52,8,3.20631924732571,0,44.8180293281194,12,12,12,59,12,2.79404795328595,0,51.6678983620355,11,11,11,71,11,1.72344621774268,0,25.5750982961613,8,8,8,50,8,4.50976135818721,0,56.8055910203608,65,65,65,71,65,2.44978095472276,2,48.5916327042972,72,73,72,72,72,8.0475196836101,0,32.8863225320508,12,12,12,61,12,2.57996450986676,0,7.22105101593238,3,3,3,15,3,1.30516730762498,1,6.33550512104139,3,3,2,8,3,8.18355588895217,0,24.8618800502982,6,6,6,38,6
"442","US-xNG","FT",3.34958090726371,0,52.5323361892024,72,73,72,72,72,5.80516719872258,0,66.1676820655062,72,73,72,72,72,4.36944925273562,0,42.2225740660823,72,73,72,72,72,3.82998799132775,0,54.8096111729784,72,73,72,72,72,2.36648318095565,0,43.2743642950766,72,73,72,72,72,2.15301778769843,0,44.2069774617395,72,73,72,72,72,4.56722433770984,0,53.5372308760721,72,73,72,72,72,1.46478756423362,0,26.770064311164,72,73,72,72,72,18.5898794116418,0,42.8875877698597,72,73,72,72,72,2.10882216071436,0,20.2059887273746,72,73,72,72,72,0.944884748207717,18,18.3202108794379,5,18,11,47,29,12.6806746124143,0,31.1116547740543,72,73,72,72,72
"443","US-xNG","GS",4.19519178109027,0,62.7432400158763,14,14,14,68,14,5.63629148638128,0,56.5496902913705,37,37,37,71,37,6.04760544167689,0,60.5089013098953,72,73,72,72,72,5.32657734495278,1,80.5070717121102,72,73,72,72,72,3.31033985914735,0,61.1662022149336,72,73,72,72,72,3.02413670063581,1,66.9890669252331,72,73,72,72,72,4.55017454439147,0,46.7093435469723,72,73,72,72,72,1.76326465589404,0,18.5160905173155,6,6,6,43,6,25.3509433045637,0,64.5667267731843,39,39,39,70,39,4.03045930416294,0,38.2262041077655,23,23,23,68,23,1.48085720447721,5,7.26386979159167,1,1,1,10,6,20.0984934547551,0,43.9520783809538,12,12,12,55,12
"444","US-xNG","NGS",3.55763285548204,0,41.362384898056,11,11,11,59,11,5.13907334146536,0,66.9805301254872,72,73,72,72,72,3.78130717958151,0,51.0288383448927,72,73,72,72,72,3.92614462226088,0,50.2759515015955,12,12,12,59,12,4.46962298609691,0,76.8238241093739,72,73,72,72,72,3.70967723460499,4,77.5233305744267,72,73,72,72,72,4.5182180416538,0,50.1369213818552,72,73,72,72,72,2.39034242391669,1,45.4705465864704,72,73,72,72,72,16.4686672277946,0,56.2174668660728,72,73,72,72,72,2.29160864622127,0,18.9809373541708,4,4,4,44,4,1.69509205099232,19,16.7777409115743,2,11,7,33,26,11.1800871143338,0,39.661349399625,52,52,52,69,52
"445","US-xNQ","FT",5.58203606748724,0,110.834056609665,72,73,72,72,72,3.65878102379472,0,48.9531284045557,72,73,72,72,72,3.27114631792279,0,44.2559297872032,72,73,72,72,72,6.58364996879777,23,113.319027508641,16,56,72,71,72,3.93967199487589,20,28.6286962549111,0,1,1,18,21,5.12586659830337,13,83.8908716380535,3,16,9,54,22,3.32795334474273,0,40.9739894833038,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,30.732658378313,0,54.7691120657454,72,73,72,72,72,2.20774305212508,0,24.4049289699813,8,8,8,61,8,3.56931923587465,12,7.05794053852457,0,2,2,4,14,22.3862864785095,0,38.6083951825428,14,14,14,70,14
"446","US-xNQ","GS",7.18307948872523,0,130.32153983196,72,73,72,72,72,4.951296253207,0,70.8136290672977,10,10,10,68,10,5.6695865156499,0,81.23162287556,72,73,72,72,72,9.00053927086343,2,163.143580454007,72,73,72,72,72,7.14630830341714,20,140.278088866398,6,27,14,68,34,7.76553553439964,11,133.151385799938,4,12,8,61,19,4.11148757787882,0,37.0608665094448,12,12,12,43,12,4.91041916135565,5,64.726396415676,1,5,2,45,7,36.5729532098362,0,79.4877803299361,1,1,1,71,1,3.73708340250363,0,41.3983044142596,7,7,7,55,7,4.78955715509757,5,32.1860889482654,0,3,3,19,8,30.5439232822007,0,65.5823054948505,1,1,1,68,1
"447","US-xNQ","NGS",11.3774270191797,23,73.5166557887121,4,3,3,28,26,5.67533363986293,0,94.4688700892375,72,73,72,72,72,4.11423359972897,0,72.512275975424,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95150246658143,11,26.0193842673331,0,1,1,4,12,4.45950316733527,0,70.0914494119771,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,30.0929696871035,0,66.0764459404746,72,73,72,72,72,2.55190165655373,0,32.3747599004882,6,6,6,54,6,NA,NA,NA,NA,NA,NA,NA,NA,20.9817145113801,0,42.5189998260521,8,8,8,57,8
"448","US-xRM","FT",2.16058028483029,0,33.9545035003384,15,15,15,66,15,4.73755783908026,0,39.0994057398085,72,73,72,72,72,3.94679204022587,0,29.573175111506,72,73,72,72,72,2.29819590614397,0,38.0062956807486,31,31,31,70,31,1.63603060152053,23,33.1681572592191,30,30,7,68,30,1.68795030828243,22,34.5182381245054,8,64,72,71,72,3.96136449241223,0,35.4232292890387,72,73,72,72,72,1.19775113542902,0,20.6167897247596,15,15,15,54,15,29.9420499892188,0,50.5692408522155,72,73,72,72,72,2.39171759343726,0,19.5938260781737,9,9,9,62,9,1.05151072911256,14,7.95055994773293,2,3,2,23,16,25.2683255842613,0,42.0525667142245,63,63,63,70,63
"449","US-xRM","GS",3.64182984969763,0,44.8419643762954,11,11,11,53,11,5.83447437286118,0,45.0592400000337,10,10,10,60,10,5.31322835599572,0,43.2200618914831,5,5,5,62,5,4.12605049675892,0,72.6496078662989,72,73,72,72,72,2.92693367656689,0,53.4680301864347,5,5,5,68,5,2.78013082161019,1,54.1159061258921,5,5,4,69,5,4.56074113135814,0,32.7432039835084,10,10,10,52,10,1.93972331813519,0,22.8205402735345,10,10,10,33,10,35.0344531587387,0,66.4611153528199,1,1,1,64,1,3.79187903680451,0,22.908860948558,8,8,8,39,8,1.69943516463894,13,5.05005550753358,1,1,1,6,14,31.6325211292784,0,46.5283413729826,1,1,1,35,1
